MoveNum,ProcessID,SourceMachine,DestMachine,OriginalMachine,Service,MoveCost,Requirements,Improvement,Timestamp,SolutionId
3539,727,15,16,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3540,727,16,17,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3541,727,17,22,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3542,727,22,26,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3543,727,26,27,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3544,727,27,34,78,718,1,"[903,1168,82702,201]",17.6764,1752530053922,71
3545,727,34,36,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3546,727,36,40,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3547,727,40,48,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3548,727,48,52,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3549,727,52,56,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3550,727,56,60,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3551,727,60,61,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3552,727,61,62,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3553,727,62,71,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3554,727,71,80,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3555,727,80,83,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3556,727,83,97,78,718,1,"[903,1168,82702,201]",17.6762,1752530053922,71
3557,727,97,27,78,718,1,"[903,1168,82702,201]",17.6763,1752530053922,71
3558,705,50,0,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3559,705,0,8,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3560,705,8,11,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3561,705,11,16,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3562,705,16,24,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3563,705,24,34,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3564,705,34,52,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3565,705,52,54,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3566,705,54,60,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3567,705,60,61,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3568,705,61,62,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3569,705,62,71,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3570,705,71,80,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3571,705,80,93,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3572,705,93,96,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3573,705,96,8,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3574,705,8,50,50,696,1,"[23685,37760,17447,28962]",17.6764,1752530053922,72
3575,700,42,6,42,691,1,"[206915,229056,4083,79802]",17.6764,1752530053922,72
3576,700,6,42,42,691,1,"[206915,229056,4083,79802]",17.5742,1752530053922,72
3577,535,84,0,84,527,1,"[16440,10172,1776,83096]",17.6764,1752530053922,72
3578,535,0,6,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3579,535,6,8,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3580,535,8,9,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3581,535,9,10,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3582,535,10,23,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3583,535,23,24,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3584,535,24,34,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3585,535,34,60,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3586,535,60,80,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3587,535,80,93,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3588,535,93,97,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3589,535,97,8,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3590,535,8,84,84,527,1,"[16440,10172,1776,83096]",17.6504,1752530053922,72
3591,680,51,0,51,671,1,"[9258,8260,63327,2356]",17.6764,1752530053922,72
3592,680,0,2,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3593,680,2,4,51,671,1,"[9258,8260,63327,2356]",17.6687,1752530053922,72
3594,680,4,8,51,671,1,"[9258,8260,63327,2356]",17.6687,1752530053922,72
3595,680,8,11,51,671,1,"[9258,8260,63327,2356]",17.6687,1752530053922,72
3596,680,11,15,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3597,680,15,16,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3598,680,16,22,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3599,680,22,34,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3600,680,34,40,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3601,680,40,52,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3602,680,52,60,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3603,680,60,61,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3604,680,61,62,51,671,1,"[9258,8260,63327,2356]",17.6687,1752530053922,72
3605,680,62,71,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3606,680,71,80,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3607,680,80,93,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3608,680,93,97,51,671,1,"[9258,8260,63327,2356]",17.6687,1752530053922,72
3609,680,97,2,51,671,1,"[9258,8260,63327,2356]",17.6686,1752530053922,72
3610,680,2,51,51,671,1,"[9258,8260,63327,2356]",17.6687,1752530053922,72
3611,756,31,0,31,746,1,"[14193,17727,145425,14777]",17.6764,1752530053922,72
3612,756,0,4,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3613,756,4,8,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3614,756,8,11,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3615,756,11,16,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3616,756,16,22,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3617,756,22,40,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3618,756,40,52,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3619,756,52,60,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3620,756,60,61,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3621,756,61,62,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3622,756,62,71,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3623,756,71,97,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3624,756,97,16,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3625,756,16,31,31,746,1,"[14193,17727,145425,14777]",17.6092,1752530053922,72
3626,127,31,4,31,130,1,"[1254,695,301242,578]",17.6764,1752530053922,72
3627,127,4,8,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3628,127,8,16,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3629,127,16,36,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3630,127,36,40,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3631,127,40,52,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3632,127,52,60,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3633,127,60,71,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3634,127,71,16,31,130,1,"[1254,695,301242,578]",17.4785,1752530053922,72
3635,127,16,31,31,130,1,"[1254,695,301242,578]",17.4785,1752530053923,72
3636,446,10,0,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3637,446,0,16,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3638,446,16,34,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3639,446,34,52,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3640,446,52,60,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3641,446,60,62,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3642,446,62,71,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3643,446,71,80,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3644,446,80,93,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3645,446,93,34,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3646,446,34,10,10,440,1,"[49356,76291,58837,24222]",17.6764,1752530053923,72
3647,698,74,0,74,689,1,"[15048,16513,2031,48935]",17.6764,1752530053923,72
3648,698,0,6,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3649,698,6,8,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3650,698,8,10,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3651,698,10,16,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3652,698,16,23,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3653,698,23,24,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3654,698,24,34,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3655,698,34,52,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3656,698,52,60,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3657,698,60,62,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3658,698,62,71,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3659,698,71,80,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3660,698,80,93,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3661,698,93,96,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3662,698,96,97,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3663,698,97,0,74,689,1,"[15048,16513,2031,48935]",17.6622,1752530053923,72
3664,698,0,74,74,689,1,"[15048,16513,2031,48935]",17.6623,1752530053923,72
3665,818,74,0,74,805,1,"[3471,3300,56592,18268]",17.6764,1752530053923,72
3666,818,0,4,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3667,818,4,8,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3668,818,8,11,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3669,818,11,15,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3670,818,15,16,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3671,818,16,34,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3672,818,34,36,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3673,818,36,40,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3674,818,40,52,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3675,818,52,56,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3676,818,56,60,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3677,818,60,61,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3678,818,61,62,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3679,818,62,71,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3680,818,71,80,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3681,818,80,93,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3682,818,93,97,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3683,818,97,0,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3684,818,0,74,74,805,1,"[3471,3300,56592,18268]",17.6732,1752530053923,72
3685,576,73,0,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3686,576,0,6,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3687,576,6,8,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3688,576,8,10,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3689,576,10,11,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3690,576,11,16,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3691,576,16,23,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3692,576,23,24,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3693,576,24,32,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3694,576,32,34,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3695,576,34,40,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3696,576,40,52,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3697,576,52,54,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3698,576,54,60,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3699,576,60,61,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3700,576,61,62,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3701,576,62,71,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3702,576,71,80,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3703,576,80,93,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3704,576,93,96,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3705,576,96,97,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3706,576,97,6,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3707,576,6,73,73,568,1,"[31926,29246,4022,16133]",17.6764,1752530053923,72
3708,762,41,0,41,752,1,"[1098,784,75894,2810]",17.6764,1752530053923,72
3709,762,0,2,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3710,762,2,4,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3711,762,4,8,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3712,762,8,11,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3713,762,11,15,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3714,762,15,16,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3715,762,16,17,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3716,762,17,22,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3717,762,22,26,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3718,762,26,34,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3719,762,34,36,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053923,72
3720,762,36,40,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3721,762,40,52,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3722,762,52,56,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3723,762,56,60,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3724,762,60,61,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3725,762,61,62,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3726,762,62,71,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3727,762,71,80,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3728,762,80,83,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3729,762,83,97,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3730,762,97,0,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3731,762,0,41,41,752,1,"[1098,784,75894,2810]",17.6392,1752530053924,72
3732,747,41,0,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3733,747,0,4,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3734,747,4,8,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3735,747,8,11,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3736,747,11,15,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3737,747,15,16,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3738,747,16,24,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3739,747,24,32,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3740,747,32,34,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3741,747,34,40,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3742,747,40,52,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3743,747,52,54,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3744,747,54,60,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3745,747,60,61,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3746,747,61,62,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3747,747,62,71,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3748,747,71,80,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3749,747,80,93,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3750,747,93,97,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3751,747,97,0,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3752,747,0,41,41,737,1,"[18972,20859,31609,8616]",17.6764,1752530053924,72
3753,541,71,0,71,533,1,"[8766,8661,175880,70480]",17.6764,1752530053924,72
3754,541,0,8,71,533,1,"[8766,8661,175880,70480]",17.5243,1752530053924,72
3755,541,8,16,71,533,1,"[8766,8661,175880,70480]",17.5243,1752530053924,72
3756,541,16,52,71,533,1,"[8766,8661,175880,70480]",17.5243,1752530053924,72
3757,541,52,60,71,533,1,"[8766,8661,175880,70480]",17.5243,1752530053924,72
3758,541,60,97,71,533,1,"[8766,8661,175880,70480]",17.5243,1752530053924,72
3759,541,97,71,71,533,1,"[8766,8661,175880,70480]",17.5243,1752530053924,72
3760,999,8,0,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3761,999,0,3,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3762,999,3,9,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3763,999,9,16,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3764,999,16,23,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3765,999,23,24,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3766,999,24,34,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3767,999,34,36,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3768,999,36,52,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3769,999,52,60,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3770,999,60,62,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3771,999,62,71,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3772,999,71,80,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3773,999,80,93,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3774,999,93,96,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3775,999,96,97,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3776,999,97,93,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3777,999,93,8,8,979,1,"[7908,7163,12697,50084]",17.6764,1752530053924,72
3778,536,79,0,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3779,536,0,4,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3780,536,4,8,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3781,536,8,11,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3782,536,11,15,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3783,536,15,16,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3784,536,16,17,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3785,536,17,22,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3786,536,22,26,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3787,536,26,34,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3788,536,34,36,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3789,536,36,40,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3790,536,40,52,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3791,536,52,56,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3792,536,56,60,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3793,536,60,61,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3794,536,61,62,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3795,536,62,71,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3796,536,71,80,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3797,536,80,81,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3798,536,81,88,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3799,536,88,93,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3800,536,93,97,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3801,536,97,11,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3802,536,11,79,79,528,1,"[1602,1518,67804,7886]",17.6764,1752530053924,72
3803,543,75,0,75,535,1,"[14265,18807,41365,2481]",17.6764,1752530053924,72
3804,543,0,2,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3805,543,2,4,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3806,543,4,8,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3807,543,8,11,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3808,543,11,15,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3809,543,15,16,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3810,543,16,34,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3811,543,34,40,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3812,543,40,52,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3813,543,52,54,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3814,543,54,60,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3815,543,60,61,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3816,543,61,62,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3817,543,62,71,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3818,543,71,80,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3819,543,80,93,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3820,543,93,97,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053924,72
3821,543,97,11,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053925,72
3822,543,11,75,75,535,1,"[14265,18807,41365,2481]",17.6063,1752530053925,72
3823,445,37,0,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3824,445,0,6,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3825,445,6,8,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3826,445,8,10,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3827,445,10,16,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3828,445,16,23,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3829,445,23,24,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3830,445,24,28,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3831,445,28,34,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3832,445,34,52,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3833,445,52,60,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3834,445,60,62,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3835,445,62,71,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3836,445,71,80,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3837,445,80,93,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3838,445,93,96,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3839,445,96,97,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3840,445,97,0,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3841,445,0,37,37,439,1,"[15237,14369,1046,45090]",17.6764,1752530053925,72
3842,400,32,0,32,396,1,"[40335,20173,2878,11926]",17.6764,1752530053925,72
3843,400,0,6,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3844,400,6,8,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3845,400,8,10,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3846,400,10,11,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3847,400,11,16,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3848,400,16,23,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3849,400,23,24,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3850,400,24,34,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3851,400,34,40,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3852,400,40,52,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3853,400,52,54,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3854,400,54,60,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3855,400,60,61,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3856,400,61,62,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3857,400,62,71,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3858,400,71,80,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3859,400,80,93,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3860,400,93,96,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3861,400,96,6,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3862,400,6,32,32,396,1,"[40335,20173,2878,11926]",17.6656,1752530053925,72
3863,293,58,0,58,295,1,"[12876,8400,46995,5893]",17.6764,1752530053925,72
3864,293,0,4,58,295,1,"[12876,8400,46995,5893]",17.6764,1752530053925,72
